Geo_FIPS,city,fipsstatecode,cbsa10,cbsaname10,year,overall_score,hc_score,dl_score,lag_overall,lag_hc,lag_dl,pntv_blk,pfb_blk_percent,pfb_nonblk,pntv_nwnb,ntv_blk,fb_blk,fb_nonblk,pop,nhwht,nhblk,hisp,asian,ppov,hinc,pnhwht,land_area_sqmiles,pop_density,cbsa_pntv_blk,bw_isolation,fbw_isolation,nbbw_isolation,fbbw_isolation,nbfbw_isolation
06037131701,Los Angeles,06,31100,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",2015,-0.0836919021070008,-0.0716151270106991,-0.0957686772033026,-0.1726143016767876,-0.2122633945594398,-0.1329652087941353,0.0959277917716204,0.0113350125944584,0.3734256926952141,0.3457178841309823,457,54,1519,4764,1745,505,1638,519,24.0764063811923,49387.0,0.366288832913518,0.25469886,17828.898,0.0815858234969597,-0.0989560262040174,0.108434573958721,-0.0963556350637786,-0.0091767449993103,0.112922990463379
06037128801,Los Angeles,06,31100,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",2015,-0.1519530454080588,-0.1741061883758763,-0.1297999024402413,0.0092845862661167,-0.1277712037317856,0.1463403762640192,0.0988909426987061,0.0,0.2538508934072704,0.2670979667282809,321,0,484,3246,1819,271,549,484,15.3727664818238,62891.0,0.5603820086260012,0.19000937,17404.404,0.0815858234969597,-0.255500338343522,-0.824866536796382,-0.242333776239992,-0.0136376975480756,-0.826586736498581
06037127712,Los Angeles,06,31100,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",2015,-0.2107789070013496,-0.4831385324823569,0.0615807184796577,-0.1922574301107163,-0.25078113171756,-0.1337337285038727,0.0243981782693558,0.0,0.4170461938841899,0.5390370852309694,75,0,1942,3074,934,75,1867,154,23.8776837996096,37644.0,0.3038386467143786,0.21916202,13647.438,0.0815858234969597,-0.0591840940923327,0.299942363059847,-0.0457551704572643,-0.0106333735620634,0.305110779815548
06037127606,Los Angeles,06,31100,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",2015,-0.2795951755346968,-0.1653342152352321,-0.3938561358341615,-0.2048593949974317,-0.2881705297087561,-0.1215482602861074,0.0419299253302699,0.0057438253877082,0.3434807581849511,0.5792647903503734,146,20,1679,3482,841,166,2221,185,15.9678345778288,57850.0,0.2415278575531304,0.2108782,15003.922,0.0815858234969597,-0.135210380505589,0.257991746085672,-0.14164920060122,0.0060162474062122,0.259238321758646
06037127604,Los Angeles,06,31100,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",2015,-0.1602250976340736,-0.1478819579951241,-0.172568237273023,-0.1886149672903698,-0.246284461175044,-0.1309454734056957,0.0213567839195979,0.0,0.4635678391959799,0.5637562814070352,68,0,1706,3184,810,68,1717,478,18.3103015075377,37443.0,0.2543969849246231,0.16808881,17484.805,0.0815858234969597,-0.0666641850315708,0.342736425337689,-0.0527440923187614,-0.0115258116211654,0.34801431018103
06037124903,Los Angeles,06,31100,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",2015,-0.1871144892998781,-0.1501556401413337,-0.2240733384584224,-0.1339785563168123,-0.2414875826638422,-0.0264695299697823,0.0437235543018335,0.0031029619181946,0.2942172073342736,0.2236953455571227,155,11,432,3545,2221,161,944,150,14.7242921013413,53201.0,0.6265162200282087,0.12023376,27130.483,0.0815858234969597,-0.248806774987175,-0.934041832967588,-0.249986205120891,-0.0141029540422495,-0.936870943346141
06037124204,Los Angeles,06,31100,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",2015,-0.1580728576483289,-0.0232480117317403,-0.2928977035649175,-0.1868498572954841,-0.1559427121021266,-0.2177570024888415,0.0497685185185185,0.0073302469135802,0.3711419753086419,0.3422067901234568,129,19,1088,2592,833,148,1128,177,39.3132716049383,33068.0,0.3213734567901234,0.12523224,24522.439,0.0815858234969597,-0.160101879419592,-0.125075727531892,-0.172966272914346,-0.0021431633533839,-0.12588212168929
06037124203,Los Angeles,06,31100,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",2015,-0.3300037769175239,-0.1678583141438366,-0.4921492396912112,-0.1395859975137159,-0.058046883006852,-0.2211251120205798,0.0155268022181146,0.0,0.4820702402957486,0.3959334565619223,42,0,1391,2705,796,42,1714,78,19.5563770794824,50050.0,0.2942698706099815,0.12519826,21949.186,0.0815858234969597,-0.165089227530427,0.143493032888686,-0.18635662966256,0.0180665845782869,0.139328441768748
06037124105,Los Angeles,06,31100,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",2015,-0.186579828093813,-0.0685418436352097,-0.3046178125524163,-0.2628213843412955,-0.2509994396128385,-0.2746433290697524,0.0393194706994328,0.017391304347826,0.4551984877126654,0.3523629489603024,104,46,1287,2645,802,150,1485,183,26.4650283553875,41984.0,0.3032136105860113,0.12530212,21212.729,0.0815858234969597,-0.168758371416123,-0.0035483088018879,-0.184246100369766,0.0083647300222333,-0.0073120266308246
06037124103,Los Angeles,06,31100,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",2015,-0.1176616015671574,0.0965930719517288,-0.3319162750860437,-0.2566536497983347,-0.2392729535552702,-0.2740343460413991,0.0301435406698564,0.0,0.5105263157894737,0.5248803827751196,63,0,1362,2090,382,63,1413,192,14.2444658325313,42269.0,0.1827751196172248,0.1250778,16229.899,0.0815858234969597,-0.0636462161742484,0.31675413802539,-0.0637972290818412,0.0073569272780741,0.318296275581959
06037122121,Los Angeles,06,31100,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",2015,-0.1235468671155021,-0.0158773600968918,-0.2312163741341125,-0.0028478989886719,0.19120172002975,-0.1968975180070939,0.0255671588044652,0.0,0.4198775657184012,0.567879006121714,71,0,1183,2777,305,66,2146,233,10.1188332733165,47411.0,0.109830752610731,0.15905788,17811.126,0.0815858234969597,-0.147846858957865,0.676132054367445,-0.127533340853488,-0.0057565966085468,0.679447544746226
06037121222,Los Angeles,06,31100,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",2015,-0.0989172287154079,-0.1404691773989183,-0.0573652800318974,-0.1679652198732496,-0.1179330780476051,-0.2179973616988941,0.0114587122590032,0.0,0.467078937795562,0.5847580938523099,63,0,2961,5498,289,47,4797,345,29.5743906875227,48698.0,0.0525645689341578,0.51702209,10237.474,0.0815858234969597,-0.245613772774992,0.379273603397843,-0.234342484188792,0.0044113120056582,0.381839822500527
