tract_fips10,stores,restaurants,bank_count,civsoc_orgs,religious_orgs,doctors,grocery_stores,libraries,he_green,he_walk,stops_per_capita,ed_prxhqece,ed_teachxp,job_density_2013,se_jobprox,high_skill_jobs,jobs_highpay_5mi_2015
17031490400,1,0,0,2,1,1,0,0,52.700001,11.167,7.1877808,3.4739385,7.2933049,76.08696,22.985073,0,33836
17031490500,5,0,0,0,5,0,3,0,48.900002,11.876126,12.809917,3.4635434,7.8059893,128.85663,30.84239,2,23257
17031490600,2,3,0,0,4,0,1,0,55.599998,12.333,10.347376,3.535058,6.5504174,396.94656,25.99119,72,25038
17031490700,3,1,0,1,0,2,1,0,52.200001,11.624106,1.2266176,3.5161273,6.7810283,56.680164,22.461172,0,24094
17031490800,7,2,0,2,7,0,6,0,57.200001,12.922464,6.5496463,3.4749951,7.0147891,436.45084,21.946024,127,22956
17031490901,5,1,1,3,7,0,2,1,54.200001,13.494207,3.9119804,3.3945849,9.4538403,226.99387,30.620155,37,24223
17031490902,5,3,1,2,18,3,5,1,57.299999,12.654757,6.0885996,3.433048,8.3389254,519.48053,26.978191,81,23765
17031491000,2,0,0,1,13,0,5,0,50,10.731158,1.6158352,3.4267561,3.4022079,208.92494,19.184027,21,23895
17031491100,5,1,1,3,12,4,2,0,54,12.184556,3.1269543,3.3850453,4.5930128,1980.4307,19.668737,341,24604
17031491200,1,1,0,1,6,4,0,0,55.299999,11.965236,5.0386295,3.1799915,2.7216942,856.57373,22.93578,53,26571
17031491300,2,2,0,1,5,4,1,0,51.5,12.341759,2.9368576,3.2849932,10.399343,136.54619,39.178513,658,23877
17031491400,23,5,1,1,15,9,7,0,60.200001,15.788034,8.7363495,3.3261006,18.107801,1009.375,31.318682,73,23450
17031500100,3,1,0,1,6,2,2,0,57.400002,11.178067,6.1366806,3.4284286,10.688165,778.32025,27.178728,471,21183
17031500200,3,0,1,1,4,0,0,0,55,11.78543,10.484274,3.3244452,10.638298,1576.6794,33.193279,26,22567
17031500300,1,0,0,2,1,0,1,0,66.099998,12.80005,1.1947431,3.2871573,19.312862,788.32123,22.900763,81,23493
17031510100,1,3,0,1,5,0,6,0,50.200001,13.111547,5.4488843,2.9509785,13.696745,444.98184,24.794146,180,17718
17031510200,1,3,1,1,5,0,0,0,55.299999,12.007416,9.8199673,3.0281379,16.889669,404.85831,24.621212,0,19084
17031510300,15,4,5,0,8,3,4,1,46.5,13.040873,8.0827675,3.1822057,15.36747,515.76184,28.070175,74,19302
17031520100,1,1,0,1,2,0,3,0,51.599998,16,6.3593005,2.7735593,7.2519631,244.713,22.568092,83,15641
17031520200,1,2,1,0,4,2,1,0,72.800003,10.993147,1.9641542,2.8060904,7.3947415,348.13083,18.795769,24,17329
17031520300,6,7,1,2,3,11,5,0,61.700001,12.829838,2.1953897,2.7326109,6.2302971,831.97833,14.278507,84,19874
17031520400,6,4,2,1,3,8,4,1,65.900002,13.601089,3.7631711,2.5597866,5.7876058,1312.9497,24.677511,85,19049
17031520500,1,0,1,0,5,1,1,0,55.799999,11.253858,2.9451744,2.6320481,7.0413284,337.43845,15.058274,47,21299
17031520600,0,0,1,3,1,0,0,0,53.799999,13.667,4.3165468,2.7865186,7.2034993,655.58197,21.338913,13,22103
17031530100,1,0,0,1,15,1,5,0,58.299999,13.171115,6.2362436,3.1287599,13.625198,613.54584,16.979052,33,25072
17031530200,3,3,0,0,9,0,3,0,45.799999,11.735287,3.7495313,3.0488961,9.5035572,209.58084,34.70116,41,27269
17031530300,4,1,1,1,14,0,1,1,55.299999,11.758313,5.2095667,3.0103338,5.9828873,560.39606,27.876106,50,32460
17031530400,4,1,0,2,6,0,1,0,57.900002,12.610361,6.9156293,2.6276844,9.8508387,562.13013,35.857143,10,29992
17031530501,2,0,0,2,20,1,3,0,48.700001,12.111444,2.2264086,2.9077158,9.0675068,131.73653,27.013889,40,26194
17031530502,2,0,0,0,2,0,0,0,40.599998,11,0,2.8962295,7.0409489,161.17216,30.175438,4,26130
17031530503,6,1,0,0,8,1,1,0,46.299999,11.630393,4.2613636,2.8112519,9.0184793,72.013092,21.27907,0,30390
17031530600,0,0,0,0,5,0,0,0,47.099998,12.249137,5.0400237,2.9684446,14.565828,72.386063,31.540085,2,23284
17031540101,0,1,0,0,8,0,1,0,25.700001,11.529873,6.2695925,2.92699,18.421053,169.75308,24.561403,39,29433
17031540102,4,1,0,0,1,3,1,0,53.5,11.475708,4.5303534,2.9216444,18.421053,508.06845,38.451443,150,24078
17031550100,8,5,5,3,7,6,6,2,29.299999,13.102118,5.8690143,2.8046112,8.1042738,732.29773,14.373584,230,33275
17031550200,3,2,0,0,1,1,0,0,38.700001,9.891551,7.8622239,2.9235687,8.1350498,191.29555,14.551908,8,27569
17031560100,0,0,0,0,0,0,0,0,71.300003,13.667,6.3520871,3.4822235,7.5946522,3875.9397,11.961722,345,81521
17031560200,5,0,0,0,2,1,0,0,51.700001,10.756126,3.0045068,3.4163404,5.1765575,23.255816,17.229731,4,74897
17031560300,0,3,0,1,1,1,1,0,57.799999,14.712619,2.8427037,3.3840609,4.9549551,811.02362,19.96843,31,70858
17031560400,2,4,0,0,2,2,0,0,70.400002,14,7.0323488,3.4620202,7.5999999,1643.4109,13.372093,118,74592
17031560700,4,8,2,1,2,4,3,0,70,15.76888,3.7014189,3.2544022,6.2411146,2384.3137,21.070013,103,75399
17031560800,12,4,5,1,3,21,3,2,66,14.391256,4.1071429,3.0658059,9.6962042,1794.1177,20.007593,403,73267
17031560900,10,4,3,2,3,9,4,0,59.299999,13.673203,2.1210953,2.9986691,14.998543,1155.2063,10.374532,202,74937
17031561000,9,6,1,1,0,35,5,0,63.900002,12.518872,4.3165468,2.9585257,13.88422,1116.959,15.798672,231,75021
17031561100,1,0,1,1,2,2,3,0,61.400002,12.230535,3.3129904,3.0375237,8.1431932,370.58826,19.771564,28,71459
17031570100,3,3,2,0,0,1,7,0,90.099998,14,11.09215,3.7450483,15.021128,6227.8911,14.953271,231,97950
17031570200,4,3,1,1,0,4,1,0,82.900002,13.167,8.045977,3.7408886,8.8589735,4321.5859,16.055046,107,87179
17031570300,6,13,2,0,4,4,6,1,70.199997,13.650259,2.0563113,3.5529754,7.2569275,2857.1428,15.994962,163,73569
17031570400,1,4,2,2,2,4,1,0,73.300003,15.333556,8.9659295,3.7045484,12.631812,3949.7205,12.089356,240,75795
17031570500,3,4,0,0,2,4,3,0,75.400002,13.52532,4.7487139,3.525044,6.6451015,1524.3903,19.23077,145,72100
17031580100,5,3,0,0,1,0,5,0,81.400002,15.480374,5.322688,4.0137043,13.010489,1315.2543,16.887417,48,408057
17031580200,3,5,0,0,2,0,1,0,80.199997,12.802196,6.6168009,4.0059481,9.2844439,1851.0638,13.676471,3,153652
17031580300,0,2,0,0,0,0,1,0,77.300003,14.333,4.2036432,3.9900362,13.610916,3807.6924,22.884283,15,110017
17031580400,3,8,2,2,1,4,4,0,85.599998,15.874291,5.855736,3.9289994,20.357477,897.63776,21.274408,178,110369
17031580501,1,5,1,0,2,5,7,0,74.900002,12.888218,2.2446689,4.0008492,13.424692,747.36841,21.219887,115,99156
17031580502,18,8,2,0,1,9,4,1,73.300003,13.548675,1.9833399,4.0005527,19.658051,5335.0786,14.932318,174,96872
17031580600,2,5,2,0,4,0,3,1,70.5,12.824032,1.8163804,4.0287542,12.754919,1200,14.835421,15,125061
17031580700,0,4,0,1,1,0,4,0,68.699997,11.237449,1.2062726,4.0294795,13.116667,202.83018,9.7931614,4,142587
17031580800,0,0,0,0,0,0,2,0,68.599998,14.5,2.7277687,4.027657,9.6536989,1070.4225,14.547414,22,105346
17031590500,4,4,1,1,3,1,4,0,52.5,16.667,11.72871,4.0387216,17.454321,1737.5565,15.549937,69,413407
17031590600,0,2,1,1,2,2,1,1,68.300003,11.836629,0.72604066,4.0044231,9.2133007,1514.9253,9.0663061,20,479187
17031590700,0,3,1,1,3,0,7,0,84.099998,14.158463,4.1388093,3.9882028,8.9827957,1928.5714,15.756739,117,495924
17031600400,1,9,1,0,2,2,4,0,82.199997,14.973406,2.9919448,4.0486283,11.322883,3436.5078,14.253394,117,531623
17031600600,1,2,1,0,0,2,0,0,78.699997,13.88479,2.9876227,4.1060095,14.313383,1921.0527,18.422993,99,540377
17031600700,4,3,0,0,0,2,3,0,79.5,14.372028,3.9805396,4.1206136,14.127731,561.11108,10.750854,2,538960
17031600900,4,3,1,1,6,2,2,0,80.199997,13.562349,2.323555,4.0378194,14.412802,2047.2972,8.9695673,173,535533
17031610300,11,7,4,2,2,6,8,0,84.599998,13.835308,2.6320737,3.9981239,14.495133,1975,15.930451,202,374263
17031610400,5,4,1,0,2,2,4,0,80.199997,15.167,2.7378508,3.9764605,14.372591,1888.8889,16.62269,20,124262
17031610800,0,2,0,2,1,0,0,0,69.300003,11.5,1.4134276,3.9874134,16.693415,273.4375,14.929578,1,368149
17031611000,0,1,0,0,1,0,2,0,65.699997,14.833,9.6153846,3.9535306,29.54878,1538.4615,16.086956,1,82129
17031611100,0,1,0,0,1,0,4,0,56.5,10.350069,3.5019455,3.9643865,22.704193,87.301582,12.875,10,89220
17031611200,14,2,1,0,1,3,2,0,65.300003,13.858715,3.4144259,3.9695299,18.171337,865.07935,19.096773,160,90705
17031611300,12,6,2,0,5,2,5,0,71,13.806512,2.6050147,3.9486706,15.241361,2611.1111,13.08017,125,88740
17031611400,4,2,2,0,2,3,4,0,68.300003,12.467504,1.0438413,3.921761,15.305193,722.22223,18.958818,39,88826
17031611500,1,0,0,0,0,0,1,1,71.300003,13.80734,5.1069263,3.9192693,14.279326,1867.0214,12.900188,180,91522
17031611600,1,1,0,0,0,0,4,0,56.900002,12.001512,4.7930283,3.8566906,14.209424,114.7541,3.5714288,6,74192
17031611700,0,1,0,0,7,2,1,0,52.299999,13.358209,6.993007,3.8880641,12.161465,2755.9055,14.979757,272,65120
17031611800,1,0,0,0,4,0,1,0,57.5,10.74428,1.9561815,3.8923399,10.2311,157.48032,23.378212,4,65290
17031611900,2,0,0,3,8,0,2,1,44.700001,11.329119,6.2526053,3.9011874,15.223742,65.84362,15.456239,6,78338
17031612000,1,0,0,0,3,0,0,0,45.099998,10.881136,6.3251107,3.9226444,25.832047,190.47618,12.183908,0,73026
17031612100,1,0,0,0,1,0,2,0,44.700001,11.667,6.741573,3.9258971,33.858269,79.365082,21.031746,9,70887
17031620100,4,5,2,1,0,1,2,0,65.400002,12.075704,1.2763242,3.702234,5.6090035,1950.4644,10.699589,73,71998
17031620200,23,5,6,0,1,2,4,0,74.400002,13.249491,5.7072972,3.5379877,6.4030395,3080.7175,12.57485,102,70136
17031620300,5,2,0,0,4,2,2,0,63,12.649168,2.4521073,3.529108,4.9278641,1438.6423,22.237106,173,70092
17031620400,0,2,1,0,2,8,3,0,66.800003,12.177857,2.2637238,3.6224277,6.0016823,438.7352,21.6971,42,75032
17031630100,1,0,0,0,1,0,1,0,68.599998,13.167,8.3472454,3.8677142,12.016041,367.34695,19.30295,1,85032
17031630200,5,3,0,0,1,3,2,0,82.900002,12.333,4.6928328,3.8863654,8,5265.3062,7.2611465,12,92686
17031630300,2,5,0,1,3,7,3,0,72.800003,11.464124,2.3931624,3.769731,8.3596935,4640.4199,15.011236,85,74533
17031630400,8,6,2,0,2,1,4,0,67.5,12.518951,2.443582,3.7415001,12.076501,724.40942,18.011049,52,73787
17031630500,5,2,1,1,6,2,4,0,64.699997,11.497005,2.5150905,3.7739017,16.57346,696.85034,12.57464,136,78156
17031630800,3,5,1,1,2,2,2,1,69.199997,12.521974,2.1773842,3.6772408,14.446047,675.88934,15.627165,53,70759
17031630900,2,3,0,0,1,2,2,0,64.300003,14.021633,2.247191,3.654978,6.8621287,894.11768,10.99904,52,72710
17031640100,3,1,0,0,0,0,0,0,77.300003,14.5,8.7719298,3.3327358,5.466238,373.01587,14.303798,1,67859
17031640300,5,1,3,3,4,3,2,0,63.5,12.892184,3.5495321,3.017961,7.8707633,1479.4521,22.823011,548,76283
17031640400,1,3,0,0,0,3,3,0,75.400002,12.015587,6.331022,2.9572716,7.7991343,2726.2136,20.781427,74,74031
17031640500,2,2,2,0,1,4,1,1,74.699997,11.63253,5.7177249,2.872766,7.4027662,402.34372,20.021357,49,76914
17031640600,2,2,1,0,3,3,2,0,75,13.987118,5.6804149,3.019172,7.2734404,1133.3334,15.844299,68,77095
17031640700,3,2,1,1,1,1,0,0,67,12.609393,7.5638197,3.1658714,5.7852573,1145.6693,9.4505501,77,68233
17031640800,0,4,0,0,0,2,3,0,72.099998,12.333,8.5889571,3.2918081,5.4930625,3714.2856,18.514008,434,66597
17031650100,6,4,2,0,2,3,0,0,68.800003,12.414568,2.2035256,3.5014989,5.547627,650,17.034521,100,69058
17031650200,6,3,0,2,3,11,4,0,65.5,12.543412,2.1261517,3.471585,4.9535327,671.01831,11.163575,156,72835
17031650301,9,10,1,4,5,14,4,1,64.699997,12.494299,1.6204537,3.3557091,5.8265762,947.50653,18.063396,268,68416
17031650302,6,3,1,2,3,18,1,0,66.300003,13.65568,1.9545566,3.408102,4.548584,1058.5938,18.211739,155,67094
17031650400,2,4,0,0,2,7,4,0,64.5,12.767596,2.0423049,3.294291,12.5982,599.05664,17.501842,76,63210
17031650500,64,6,1,1,1,0,5,0,79.900002,13.013288,9.0888434,3.3005741,6.5906129,3838.6582,24.494259,1213,67583
17031660301,2,0,0,1,1,2,0,0,75.300003,15.833,3.4582133,3.5642176,19.659939,1587.3015,29.433271,10,70591
17031660302,1,5,0,2,1,0,4,1,72,11.926867,1.9527783,3.6256571,16.444469,826.3158,21.840242,39,71752
17031660400,2,2,1,1,8,2,2,0,65.599998,12.032334,2.4007387,3.5586658,8.9621143,526.10443,21.318596,73,66696
17031660500,4,5,1,0,3,3,7,0,62.900002,12.788443,2.0754717,3.4905314,18.104881,756.86273,24.193548,82,66611
17031660600,16,8,3,0,7,2,11,0,71.900002,11.822015,2.022402,3.5771351,18.974226,1421.2598,35.917564,195,77073
17031660700,0,1,0,1,2,1,2,0,69,14.004841,3.7664783,3.6980045,12.642776,1881.7203,23.224852,61,74998
17031660800,3,3,0,0,6,1,4,0,66.900002,11.107372,1.3205678,3.5380187,20.402199,288.53757,21.841331,37,75622
17031660900,5,4,1,0,6,13,4,0,37.299999,13.609193,5.5307381,3.6306486,16.556955,1605.1503,26.24729,83,64515
17031661000,5,4,0,3,8,2,0,0,66.099998,12.546868,2.1126761,3.6297927,9.780715,1395.8333,16.302311,68,69357
17031661100,3,3,0,0,3,0,2,0,65.699997,11.694694,1.8631436,3.4155769,16.222437,147.41037,11.815454,17,61081
17031670100,0,0,0,0,1,1,1,0,47.799999,11.39681,6.3380282,3.827323,10.870173,198.41269,13.647643,38,61158
17031670200,0,0,0,0,2,0,2,0,51.799999,13.333,5.2724077,3.8131328,10.908408,238.09523,27.89855,0,61364
17031670300,1,2,0,0,4,0,1,0,48,14.105283,4.9226442,3.8106267,10.822091,2365.0793,15.508021,309,61597
17031670400,0,0,0,1,5,0,1,0,53.599998,11,3.315964,3.7905438,12.432586,47.619045,12.578617,0,69201
17031670500,0,1,0,0,3,2,2,0,64.099998,13.333,11.829653,3.7893822,14.615644,112.5,10.204082,0,69812
17031670600,2,0,0,2,8,0,4,0,47.799999,12.406152,3.990878,3.7101789,10.545957,7.9365077,7.2538862,2,67960
17031670700,1,2,0,0,5,1,1,0,46.700001,11.560272,4.5283019,3.705359,8.6912518,1460.3174,19.327732,164,68017
17031670800,0,2,0,0,5,0,1,0,59.299999,10.945807,2.2805017,3.7124674,8.2987823,857.14282,21.122112,44,61531
17031670900,0,0,0,1,7,0,2,0,53.400002,11.102798,6.6666667,3.7177079,7.1745152,150.79366,37.857143,0,62618
17031671100,0,0,0,0,5,0,2,0,57.900002,12.333,5.5658627,3.705637,12.773951,821.05261,20.704845,86,68544
17031671200,1,0,0,0,7,1,2,0,55.400002,13.465652,5.0462574,3.7162783,12.987873,1842.1053,20.952381,82,67971
17031671300,0,2,0,0,7,0,1,0,54,9.5286617,3.4453058,3.7115123,17.015596,117.64706,25.30541,0,69926
17031671400,2,1,0,0,3,0,0,1,60.299999,11.318331,5.9066745,3.7147171,15.477355,73.298431,23.283581,41,69616
17031671500,4,2,3,1,6,2,5,0,58.799999,13.656332,4.2028579,3.6926377,15.039268,1136.3635,23.863636,36,64516
17031671600,2,2,0,0,14,0,3,0,57,10.723374,3.4390524,3.7250874,12.605476,222.92993,21.052631,0,65408
17031671800,0,1,0,0,8,1,1,0,58,11.333,2.4671053,3.7365918,16.365778,72,42.138367,2,50052
17031671900,0,0,0,0,8,0,0,0,67.699997,12.5,6.1396777,3.7274942,14.027574,564.51611,14.775726,21,62406
17031672000,4,1,1,0,5,0,3,0,58.799999,12.250792,5.4392168,3.6897082,10.039658,195.3125,36.32653,25,62615
17031680500,1,0,0,0,2,0,1,0,44.200001,11.219265,4.996877,3.8279955,13.713566,15.873015,25.842697,0,56851
17031680600,0,2,0,0,6,0,2,0,48.599998,10.525006,5.8737151,3.7302728,6.6021051,103.1746,25.075527,0,56810
17031680900,1,0,0,3,4,15,4,0,59.5,13.752344,4.3312102,3.757426,17.461906,2395.99,15.362731,948,43566
17031681000,5,3,1,0,3,2,5,0,54.299999,11.843013,4.0788579,3.7425671,9.7736807,305.55554,22.278057,153,52723
17031681100,1,2,1,0,14,1,0,0,58.400002,11.773077,4.7900817,3.749548,12.790195,230.15872,19.271624,29,48123
17031681200,1,2,0,3,19,3,3,0,51.5,11.28083,5.9295431,3.7577844,21.584314,192.1824,33.731346,50,44479
17031681300,3,2,0,1,4,0,3,0,49.900002,11.959545,6.1998541,3.7143786,20.242523,86.0215,36.415092,5,41491
17031681400,3,0,0,1,7,0,2,0,55.5,11.705188,4.6846847,3.720506,17.940481,350.80646,24.877251,42,42455
17031690300,1,0,0,1,5,2,2,0,66.199997,13.824545,11.711712,3.7464819,26.701569,4934.3433,25.757576,1006,39366
17031690400,3,0,0,1,12,1,1,1,58.799999,12.007629,6.7988669,3.7330499,22.27965,1047.619,21.974249,49,37966
17031690500,0,0,0,0,1,0,1,0,75.300003,14.333,9.3167702,3.6716812,8.1348658,354.83871,57.284767,17,36810
17031690900,1,3,1,1,9,1,4,0,62.700001,10.596853,2.4943311,3.6631753,7.0896678,743.08301,26.587006,156,33353
17031691000,4,5,0,1,10,0,6,1,55.400002,10.539907,6.8859985,3.713572,23.395653,428,29.411766,31,35322
17031691100,1,2,0,3,1,1,3,0,59.599998,12.572391,6.9642292,3.719954,27.829613,340.99615,35.833332,70,39282
17031691200,2,0,2,2,6,3,2,0,69.400002,12.318031,9.073724,3.7583122,15.844,811.36951,43.367348,223,37335
17031691300,4,4,1,1,6,7,2,0,55.099998,13.17863,6.615215,3.7478151,19.621758,688,31.591738,64,34493
17031691400,7,6,0,3,9,1,1,0,61.599998,12.562901,4.95338,3.6286595,4.436368,1086.6141,16.896235,80,32186
17031691500,7,3,1,2,11,5,2,0,55.799999,14.843817,4.9480455,3.5876222,1.8346676,2312.7412,30.000002,162,31636
17031700100,2,2,0,0,7,3,3,0,77.400002,13.910455,8.7336245,3.3905511,10.873818,1297.8723,28.451612,175,56181
17031700200,3,3,3,0,5,0,2,0,67.300003,13.820654,5.2956752,3.2693076,8.338728,1829.3462,17.183208,73,58289
17031700301,8,1,1,0,1,6,1,1,62.599998,13.243841,3.365115,3.2280607,6.1249127,1989.858,16.134947,477,68011
17031700302,5,1,0,1,5,6,3,0,63.799999,14.421253,3.1616143,3.1527481,6.1525202,374.5098,18.837019,68,59428
17031700401,6,4,0,1,8,2,0,0,61.299999,16.083286,3.0370844,3.2967775,8.5838432,5048.9507,17.133621,130,55208
17031700402,8,6,1,0,2,4,9,1,56.900002,14.230818,3.4835114,3.2022047,8.1820068,860.36035,22.684086,119,54183
17031700501,13,5,0,1,12,13,6,0,61.299999,13.256324,2.1497671,3.5153847,7.9713511,995.34888,23.88196,552,49898
17031700502,4,1,0,2,4,3,1,0,39,12.312063,4.803074,3.4655933,7.9763446,300.75186,25.920361,208,49087
17031710100,2,1,0,1,2,2,2,0,59.599998,9.8330002,3.591954,3.7418785,17.456684,554.21692,24.731182,28,40632
17031710200,4,2,0,0,7,0,2,1,60.200001,10.671625,2.1937226,3.7577734,17.571482,335.66431,20.643595,91,46710
17031710300,3,0,0,0,9,0,1,0,70.800003,12.667,2.5608195,3.7640519,7.1973548,1587.3015,29.916897,26,54489
17031710400,5,2,0,0,13,0,1,0,60.200001,11.352923,2.9423303,3.7225611,5.8917627,242.89406,12.589073,22,59628
17031710500,5,3,1,1,7,3,3,0,66.400002,12.584736,4.0549673,3.7561779,5.6708674,453.2872,26.326393,78,56279
17031710600,1,7,0,0,3,0,1,0,73.699997,10.635136,2.004008,3.7762964,6.5061731,642.10529,20,13,53196
17031710700,2,2,0,0,8,2,4,0,68.400002,12.438827,4.1987404,3.7802944,11.79938,1370.3704,38.932632,141,53665
17031710800,2,4,1,3,15,4,3,1,68.199997,12.517081,3.8651492,3.7623692,17.269817,971.42859,28.580814,91,45218
17031710900,5,3,0,0,5,2,4,0,62.400002,14.064329,5.4426705,3.7709987,29.892824,1621.41,18.867926,20,38998
17031711000,4,1,0,0,17,0,2,0,56.900002,11.084785,3.455226,3.7657557,31.11816,146.24507,23.603083,4,39376
17031711100,5,1,0,0,9,2,0,0,58.799999,13.665089,2.7785496,3.7426302,14.882109,460.31744,12.111111,26,47996
17031711200,3,1,0,3,15,7,1,0,56.799999,12.24067,3.4552846,3.6828017,5.4065475,345.07043,24.333662,57,49263
17031711300,0,1,3,0,6,1,1,0,58.599998,12.696458,3.4443169,3.6027558,3.2647727,1385.1852,16.607143,135,38568
17031711400,5,7,0,0,9,3,4,0,64.199997,12.861149,6.0168472,3.6784394,17.527754,878.8927,15.860215,35,39779
17031720100,15,2,2,7,6,13,6,0,35.5,15.024467,6.8459658,3.5785391,9.4688692,634.69122,9.7733717,216,35879
17031720200,8,1,2,3,5,5,1,1,39.900002,14.988381,3.4828037,3.4493084,14.6653,795.03107,13.282108,372,31156
17031720300,11,8,4,1,2,21,3,0,51.400002,14.861839,5.6385678,3.4005938,15.140663,1671.4579,17.865297,560,42178
17031720400,2,1,1,1,1,3,0,0,49.799999,15.33671,4.1189931,3.2527056,15.053087,1277.3438,4.4324322,245,40892
17031720500,6,3,0,3,1,4,2,0,34.799999,14.653013,6.0465116,3.1898415,11.404928,878.10944,13.869257,177,45607
17031720600,4,2,0,0,2,6,2,0,48.200001,15.881421,4.7904192,3.1933744,10.947334,835.5556,9.168704,117,33413
17031720700,4,2,2,1,7,4,3,0,39.200001,13.069332,4.0133779,3.2701945,9.7221727,674.0741,18.670076,217,37000
17031730100,2,0,0,1,7,0,3,0,54.200001,10.899766,4.2851578,3.5976584,5.5135794,160.78432,26.870749,41,42172
17031730201,5,3,2,1,14,3,2,1,60.400002,11.276673,2.4838549,3.6124701,5.9813876,347.15024,26.047621,35,29119
17031730202,4,0,0,2,5,0,0,0,61,12.506348,5.2631579,3.6365361,6.1944199,1041.4202,15.632555,248,33071
17031730300,1,1,1,0,3,0,1,0,59.5,15.333,5.0632911,3.6109178,4.7138624,2278.2607,10.377358,17,37428
17031730400,4,4,0,1,14,3,2,0,52.900002,13.625157,10.845384,3.5116436,8.0781584,1458.4178,20.819849,563,31224
17031730500,7,2,1,4,14,4,0,1,53.799999,11.323056,5.8726803,3.5191154,11.347651,1228.7968,15.88428,473,29612
17031730600,8,3,0,1,11,0,1,0,53.5,12.134778,7.3085478,3.4762578,14.839424,298.2005,22.186752,20,30463
17031730700,1,0,0,0,11,0,3,0,54.299999,13.721715,7.5,3.4031286,14.543139,371.72775,22.783251,55,31086
17031740100,14,4,2,2,1,7,3,0,59.599998,14.862876,6.7521945,3.0225928,12.901981,2148.2559,17.417219,222,44713
17031740200,6,1,1,0,3,6,2,0,53.900002,13.282466,3.8627936,2.8707917,12.728331,1882.7405,11.944818,1279,43888
17031740300,1,1,0,3,3,2,1,1,54.799999,14.590795,3.6256515,2.7886784,12.646702,613.72552,10.18711,120,44826
17031740400,4,3,3,0,4,11,2,0,37.099998,12.873222,7.1305099,2.6884141,12.675932,343.97812,18.556263,261,43746
17031750100,3,6,0,0,12,7,5,0,52.099998,12.300325,5.0930027,3.249526,7.0460253,407.25806,39.109913,65,31000
17031750200,6,1,1,1,6,11,0,2,40.900002,13.676853,3.8650738,3.2074044,3.6059425,476.28461,10.799136,225,32770
17031750300,6,2,1,0,1,5,4,0,46.5,14.990476,2.9006526,3.1261935,5.7305918,1386.7186,16.318787,103,35132
17031750400,9,7,0,0,4,7,3,0,49.900002,15.718926,3.4788109,2.9307351,3.5578957,1442.7084,12.692967,420,32630
17031750500,21,6,2,2,16,13,3,1,52.900002,13.887725,7.3450376,3.0331581,2.8297033,1240.668,17.398119,739,31873
17031750600,5,7,0,1,9,1,1,0,51.599998,11.863386,5.5017029,3.1083207,5.1234989,539.37006,27.163198,59,30578
17031760801,11,6,4,9,7,13,3,0,59.400002,14.578584,4.3280182,2.3522162,8.5737915,24888.447,14.292195,7505,126063
17031760802,5,6,3,0,7,3,4,1,13.3,12.5,11.044639,2.6264021,5.7050381,373.22174,13.110307,90,117317
17031760803,2,1,1,0,1,0,1,0,48.799999,10.804383,1.7199369,2.3408992,6.7923427,605.4422,14.71359,28,126719
17031770602,17,15,3,3,7,6,10,1,62,13.856199,9.5898796,1.5517758,2.8010988,3701.2429,8.4054384,1594,146351
17031770902,8,7,2,1,2,3,6,0,56.099998,15.163057,7.183478,2.4322629,32.758015,722.22223,10.222805,98,116430
17031810400,9,10,5,1,5,31,8,0,48.799999,16.296022,9.6171978,2.4361262,14.911947,1425.6984,13.017752,681,119463
17031821402,8,4,3,1,6,2,2,0,48.400002,13.813964,10.689471,2.6263769,22.327475,1140.6729,11.928738,114,32085
17031823304,10,7,2,2,1,10,5,0,39.900002,15.405476,2.8759939,2.3674223,5.0648174,1029.84,13.723978,380,34308
17031830500,2,9,0,1,1,3,6,0,73.599998,12.241563,8.8155515,3.9624765,18.784101,1997.9702,15.667075,314,102891
17031830600,8,10,2,1,3,7,4,1,76.800003,14.259226,2.1434139,3.7276886,9.5627041,8854.9023,21.221865,82,77833
17031830700,17,19,7,3,5,17,11,0,52.5,14.743958,8.4269663,3.7652268,17.526217,7930.7231,10.799239,2427,143257
17031830800,8,11,2,1,3,24,2,0,75.699997,15.107972,5.5366269,3.8695359,10.660911,28492.309,25.057871,586,89504
17031830900,19,13,2,0,2,9,7,1,81,16.016043,7.540395,4.2629027,18.253424,12346.634,11.857708,463,544455
17031831000,4,5,2,0,0,2,4,0,74.699997,16.421511,4.2354934,4.3191643,9.28687,5422.0186,13.781163,333,548156
17031831100,13,12,2,1,2,6,10,0,76.300003,13.197927,4.1338845,3.9698491,10.477376,3994.0945,14.436168,251,110432
17031831200,6,4,0,1,6,3,11,0,77.300003,12.037742,2.31141,4.1317062,11.101637,1788.2882,22.217295,71,132481
17031831300,1,5,0,1,0,1,1,0,77.599998,15.5,13.239875,4.0212402,80.768997,3207.2073,11.180124,40,123371
17031831400,4,5,0,1,10,5,8,0,79.900002,14.705082,32.210835,3.8885405,16.319927,4504.9263,22.068329,1288,103832
17031831500,27,1,5,1,5,6,3,1,78.099998,16.133148,6.718624,3.5668826,12.09638,4323.5293,24.265928,66,86117
17031831600,13,9,2,0,8,6,8,0,66.199997,13.572143,3.8581392,3.4838295,9.794672,3093.9131,21.440649,578,85522
17031831700,10,0,1,0,1,25,4,0,78.699997,18,7.3786408,3.7878156,13.122181,5427.1846,13.525699,194,88648
17031831800,7,18,1,1,7,6,4,2,49.799999,14.383894,5.5069647,3.8654923,11.4394,1580.9524,19.77492,932,85777
