tract_fips10,stores,restaurants,bank_count,civsoc_orgs,religious_orgs,doctors,grocery_stores,libraries,he_green,he_walk,stops_per_capita,ed_prxhqece,ed_teachxp,job_density_2013,se_jobprox,high_skill_jobs,jobs_highpay_5mi_2015
06037101110,12,2,0,2,3,6,1,1,42,13.74028,0.39912193,-0.88561672,8.9356079,761.90472,20,452,18727
06037101122,3,2,0,2,0,2,1,0,19.200001,5.563468,0,-13.815511,8.3287821,116.5524,18.651686,70,4270
06037101210,5,9,0,3,10,0,3,1,57.299999,13.588322,0.76923077,0.7438044,8.1896105,2247.012,11.733428,671,35478
06037101220,1,3,0,3,2,1,2,0,41.700001,14.466384,1.3157895,0.63388568,5.9377584,1003.7037,6.6052227,338,18813
06037101300,8,8,2,4,10,9,3,0,26.200001,14.349596,1.7279684,0.48725453,5.6125221,754.01605,15.541797,382,18863
06037101400,10,10,0,5,4,8,6,0,10.1,12.415871,2.269289,1.0070585,7.8175631,284.07224,11.218679,661,52936
06037102103,6,1,0,0,0,3,2,0,25.9,11,2.3391813,1.6559242,4.6489768,131.00436,8.7456846,87,85491
06037102104,11,4,1,0,1,3,1,0,32.5,14.442209,2.7132951,1.9039313,5.3901935,1489.8596,13.086583,1114,102747
06037102105,0,1,0,1,0,1,0,0,55.599998,12.174549,0,1.9459101,5.144557,700,3.5852711,64,107062
06037102107,9,6,2,4,11,3,4,0,7.1999998,12.322667,4.069452,1.1531217,3.5945585,164.32584,21.055754,906,66085
06037103101,2,1,0,0,3,0,0,0,20.299999,9.084425,0,-13.815511,8.287199,127.55103,9.4719191,145,7411
06037103102,17,7,1,1,7,4,6,0,46.900002,14.115256,1.2057878,-2.3069234,8.4033613,1513.5699,22.756826,508,21793
06037103200,10,4,0,7,11,2,4,0,18.5,15.133172,3.3500838,-0.85046107,6.4142566,265.01395,11.544401,328,26486
06037103300,15,1,0,2,1,2,2,0,14.8,6.5248499,3.0020013,0.076486118,2.9777825,254.32306,9.6571026,524,54317
06037103400,17,13,2,1,5,11,8,0,31.799999,14.345048,1.3919822,0.94766718,8.331109,515.52795,6.7913384,428,42475
06037104103,0,2,0,0,0,0,0,0,42.299999,13.579126,0.57421763,0,8.3972063,838.79785,10.503946,451,29850
06037104105,9,3,1,2,2,4,1,0,54.799999,14.126582,1.117943,0,7.455647,3707.9646,21.151009,407,34325
06037104108,3,5,0,2,5,3,7,0,43,13.64531,1.8168605,0,8.1678209,803.78247,13.401622,308,35694
06037104124,7,0,0,2,5,1,3,0,13.5,12.049105,1.9115238,-0.23529437,7.2671962,155.49133,22.602356,255,18647
06037104201,2,1,1,1,3,0,3,0,59,12.546627,0.91053949,0,7.3881178,539.19238,13.587236,92,32154
06037104203,7,1,0,0,1,2,4,0,55.099998,14.836983,1.16198,0,7.9709234,919.41394,16.50403,235,33870
06037104204,10,1,0,0,0,1,1,0,17.5,12.311426,1.4326648,0,8.3051901,867.70428,15.672784,745,25653
06037104310,5,1,0,2,4,0,3,0,59.299999,13.037342,1.0943314,0.92780912,4.6316595,3611.6838,9.4679508,690,39407
06037104320,9,5,0,1,8,2,1,0,59.900002,14.579792,1.9607843,0.51521277,6.099731,1585.4701,8.292079,233,35655
06037104401,2,5,0,0,0,1,2,0,53.099998,13.092237,1.0319917,1.2009562,2.7063355,596.95813,9.1397848,151,48546
06037104403,5,4,0,0,1,4,5,0,54.900002,14.110974,1.9430052,1.2556012,4.0073919,873.60596,8.0459776,64,54641
06037104404,2,1,0,0,2,0,5,0,57.5,17.260511,2.9476787,1.0986123,2.8095016,1038.4615,7.0674248,177,49468
06037104500,3,5,1,0,0,7,4,2,57.599998,15.216702,1.2730745,0.99770927,3.5394058,1048.7805,8.0144405,171,56007
06037104610,6,9,0,0,1,3,7,0,58.099998,12.903418,1.5078408,1.0681114,3.1620605,1096.0698,12.991339,90,51294
06037104620,0,0,0,0,2,4,0,0,56.099998,12.739311,0.59916117,0.99609673,2.7353017,853.65857,8.0787506,162,52541
06037104701,5,8,0,0,6,6,2,0,55.700001,11.35056,1.26968,0.39948064,5.1738849,2328.6384,12.905605,260,40540
06037104703,6,3,0,0,0,0,4,0,67.099998,12.744506,2.5329281,-13.815511,5.4263835,5712.3896,9.743041,285,41738
06037104704,10,5,0,0,0,1,3,0,48.599998,12.167,1.8582426,-0.54325294,7.533771,1352.0249,23.448277,76,43040
06037104810,4,2,0,1,2,0,4,0,53.299999,13.311502,2.30459,0.045544066,3.4948702,1403.2258,10.335519,87,52297
06037104821,0,2,0,0,1,2,1,0,54.700001,15.219237,1.4513788,0.50160897,3.3359101,1726.8292,7.0917368,293,57325
06037104822,6,5,0,1,3,2,2,0,59.700001,14.167,3.2310178,0.69314718,3.5185153,3182.9788,14.597901,249,60268
06037106010,0,0,2,1,3,14,0,1,26.200001,11.833,3.3444816,0,6.1342402,206.57759,14.285715,110,18224
06037106020,10,0,1,0,2,1,2,0,36.5,11.28775,0.94268477,0,4.5534563,176.54639,15.05111,44,19110
06037106111,13,2,0,4,2,2,1,0,21,11.293371,0.68697046,0,3.6676009,333.33331,15.994165,640,18112
06037106112,14,7,0,1,4,4,6,0,35.299999,12.433972,1.7655367,0,3.7383974,2798.5552,11.808553,337,24870
06037106113,7,8,0,2,2,3,4,0,39,15.513309,2.0426029,0,3.6600835,981.98199,13.376623,278,24908
06037106114,13,7,1,1,2,1,5,0,52.099998,15.607611,1.6,0,3.9469244,1543.5898,14.379622,203,25338
06037106403,2,3,1,0,3,6,3,0,43,14.036848,4.2656917,0.66495109,6.5369892,583.13818,7.7509532,256,21637
06037106405,6,5,0,1,1,11,2,0,35.400002,11.534878,2.739726,0.42664593,6.7138915,710.177,5.2798982,291,20763
06037106406,2,4,0,2,3,1,2,0,36.799999,13.152794,2.28471,0.67659301,6.1739092,313.04349,14.533281,47,19571
06037106407,2,4,2,0,1,7,3,0,61.900002,13.281623,1.1355034,0,4.4198895,5344.4443,16.569201,366,20638
06037106408,0,0,0,1,1,1,1,0,56.700001,9.4841766,0.51599587,0,6.107718,761.36365,10.639778,55,20666
06037106510,9,4,1,5,3,2,2,0,24.6,12.052919,2.722676,1.1673951,8.781168,1158.8235,13.84487,292,19430
06037106520,13,0,1,3,6,0,5,0,48.299999,12.733619,0.92798812,1.2326777,9.7502813,4550.4697,12.838682,495,21538
06037106603,6,6,0,0,3,2,1,0,5.5999999,7.9890318,0.61068702,1.9716861,5.2419915,31.668077,22.775053,137,14877
06037106604,9,5,0,0,2,1,2,0,39.400002,12.92582,2.3975066,1.3947467,11.71253,3754.2288,12.01232,449,24728
06037106641,6,3,0,1,3,1,0,0,41.400002,13.667,0.90702948,2.1507165,4.6819472,383.56165,22.702105,182,29566
06037106642,4,1,0,0,4,4,1,0,39.400002,12.935966,2.8098658,2.2679563,4.5309424,264.3678,14.512922,157,32032
06037106643,8,3,0,3,3,17,1,1,24.299999,8.2485752,0.22451729,2.1984022,7.5057583,235.50508,16.371077,351,36844
06037106645,11,2,0,4,2,4,0,0,30.9,12.405096,1.7281106,2.1189294,6.703691,144.46721,21.716803,140,33006
06037106646,10,3,0,5,5,5,4,0,45.099998,14.131371,2.5773196,2.2805145,5.804451,1091.228,11.668839,577,43775
06037106648,6,6,0,2,0,1,5,0,49.299999,12.777667,1.4612762,1.5385859,11.346861,477.12421,10.667367,89,28670
06037106649,3,1,0,0,2,1,0,0,40.799999,14.604995,0.36049027,1.6094379,10.724413,436.91589,18.132854,99,34442
06037107010,3,5,0,0,2,8,1,1,49.099998,16.333,1.2345679,1.0986123,8.7401676,1045.4546,14.908257,187,24016
06037107020,1,1,0,0,1,1,0,0,46.700001,13.243931,0.74074074,1.3126013,11.380738,429.6875,20.313725,109,26364
06037108101,3,1,0,1,0,10,0,0,36.5,7.3330002,0,2.1972246,18.917713,481.6514,16.827345,160,42713
06037108102,10,3,2,3,4,19,8,2,26,9.6669998,0.2596054,2.1491749,18.096369,801.89801,18.019802,440,38678
06037108103,6,0,0,1,3,8,2,0,25.700001,7.987752,0,2.1697135,18.12125,201.0101,18.267929,91,38766
06037108104,3,1,0,1,0,3,1,0,39.200001,9.1669998,0,1.9566689,16.561121,316.61441,26.966291,91,35995
06037108201,26,15,6,3,6,26,4,0,36.299999,8.9203568,0.54446461,2.0047891,17.531851,1499.5385,23.762766,348,30863
06037108202,12,5,0,0,2,20,0,1,17.5,10.667,0.58320373,1.9211925,17.107857,107.55939,24.563173,127,30004
06037109100,7,8,1,1,5,85,0,0,34.5,14.04234,7.0103093,2.0083556,10.363036,4461.2441,10.657785,4259,46314
06037109200,6,5,1,1,1,1,0,0,41.700001,12.352833,1.8368846,2.0916584,17.040287,414.31671,29.373789,111,47697
06037109300,2,3,0,0,6,4,2,0,50.599998,14.469594,3.4623859,2.1878953,15.376907,617.64703,14.173229,160,53592
06037109400,6,0,0,0,6,1,0,0,47.099998,11.023415,1.0660981,1.9530833,8.5650921,132.26453,18.947369,60,57320
06037109500,9,5,0,1,3,8,6,0,53.200001,15.439222,2.5429116,1.5838273,4.8199706,1088.9371,5.7926831,289,45726
06037109601,2,2,0,0,2,1,2,0,39.099998,11.394782,1.1709602,1.9639807,7.3646512,155.55556,18.17424,144,61485
06037109603,16,7,0,1,2,16,2,0,51.200001,15.304203,1.4137606,2.1253324,8.6422033,1095.8549,11.979435,359,66173
06037109604,10,5,3,4,4,10,5,0,52.700001,15.427875,2.5731747,2.1309435,11.820299,1986.7842,10.601915,604,61528
06037109700,4,1,0,2,6,4,1,0,49.400002,13.175175,2.3266636,2.2066827,11.301491,610.1142,7.2976561,315,59836
06037109800,7,3,0,3,2,1,3,0,51.400002,13.631217,1.4207909,2.1770461,11.99064,542.59259,15.866618,311,62525
06037111100,11,6,3,0,3,8,7,0,50.400002,13.561935,0.95510984,2.2917726,8.3879347,1391.198,15.345454,223,50966
06037111201,11,3,1,2,6,1,7,0,41.799999,13.025643,1.5174507,2.2642395,5.7713695,612.99054,18.786314,125,49295
06037111202,17,17,2,4,2,18,6,0,45.299999,15.652179,1.6068559,2.2014413,9.7746353,1812.76,14.859054,838,54797
06037111204,9,4,0,6,6,18,4,0,43.400002,13.921834,2.7989426,2.2078836,18.725557,435.53461,18.209877,340,44371
06037111205,8,9,3,0,2,2,7,0,46.900002,12.903805,1.6397923,2.3357205,17.285706,1265.306,18.118059,192,57696
06037111206,23,13,2,4,6,9,3,0,41.799999,10.368685,0.4515692,2.1972246,19.447634,865.07935,22.419586,274,50479
06037111301,32,20,5,5,14,28,7,0,52.299999,13.646308,2.0395156,2.2142465,12.58182,2913.3247,13.366994,1488,57758
06037111302,9,9,0,5,10,27,2,0,47.599998,13.472589,1.7395086,2.3025851,9.4294214,1375,24.232365,643,59722
06037111400,18,14,4,2,4,34,6,0,53.599998,13.774071,1.1926849,2.2341335,5.8745351,1750,13.8153,734,63369
06037113101,8,1,0,2,3,1,1,0,37.299999,14.683757,2.0115665,2.0578077,12.287949,909.50745,14.503352,640,39041
06037113102,6,4,2,1,6,12,2,0,25.6,12.481334,2.7164686,2.1564882,12.953389,208.2153,15.571957,87,39005
06037113211,9,0,0,7,4,4,4,0,13.5,6.3890648,0,1.7798024,14.925588,188.18925,10.414201,288,29457
06037113212,8,2,0,0,2,3,3,0,46.400002,16.189886,0.60078102,2.1217029,13.425331,2621.7617,16.930573,1005,37624
06037113213,24,11,1,0,2,13,8,0,47.599998,15.087112,2.4685817,2.0894537,13.642518,1643.4264,19.009262,380,41426
06037113231,7,5,1,2,3,8,2,0,13.7,8.9074678,0,1.0907803,3.3181036,1978.015,16.666668,2456,45012
06037113232,12,4,1,1,2,4,1,1,39.200001,13.399636,1.9970045,1.7713996,2.4578531,829.57397,13.141026,461,64576
06037113233,11,14,0,0,2,4,5,0,63,14.964577,1.4386189,1.9292892,3.8065703,3990.9502,8.9436617,600,72054
06037113234,19,3,0,2,4,2,0,0,54.099998,14.036877,1.5854142,1.9472177,6.6644711,1322.2506,16.200579,271,72602
06037113235,5,2,0,1,1,1,0,0,14.3,7.8330002,0,1.1891372,3.469224,111.91335,19.951633,23,36221
06037113237,50,10,1,4,3,10,2,1,37.400002,12.234647,4.6170559,1.9340605,9.6444435,5096.2275,24.040068,1666,54175
06037113301,99,39,6,3,3,14,14,0,53.599998,14.138801,9.3875726,2.3446965,11.657332,6760.2739,19.38883,2352,57701
06037113303,57,15,4,3,9,9,7,0,63.400002,14.579244,5.953744,2.2661774,9.9785318,8616.6563,16.27066,3396,69781
06037113321,15,17,1,7,11,13,7,0,59.900002,13.636089,1.699813,2.025811,12.287223,3207.4075,9.8466253,415,50364
06037113322,13,12,6,3,7,9,9,1,49.900002,15.912857,2.4740228,2.1732776,10.513539,766.66669,17.701712,368,53306
06037113401,36,15,1,2,14,9,11,0,50.799999,14.684453,2.7200311,2.3978953,10.293164,3121.436,13.406193,966,85570
06037113421,27,11,1,3,5,4,3,0,66.300003,12.882502,2.9962547,2.0815239,8.1552382,6702.8301,16.082895,840,75103
06037113422,3,2,0,4,3,2,4,0,47.5,12.909576,1.1079456,2.1113739,8.5985956,608.84357,17.222393,243,79977
06037115101,19,6,0,5,9,12,1,0,37.900002,14.505529,4.0338071,2.3718839,9.6965199,657.77185,10.959507,538,64110
06037115103,5,3,1,4,0,0,1,0,47.200001,11.167,5.5214724,2.3864665,15.347788,12154.762,3.909091,6231,61473
06037115104,4,3,0,1,4,6,0,0,41.400002,14.588459,2.6123302,2.3758194,11.072485,883.24872,13.572542,312,61430
06037115201,12,15,1,4,14,38,3,0,47.900002,15.09206,1.5730016,2.3978953,12.027529,1933.5863,9.1678839,797,58987
06037115202,39,19,3,4,8,40,6,2,51.700001,15.266454,2.8371477,2.3978953,9.4659128,3187.7793,13.094017,770,80228
06037115301,14,5,2,1,0,14,2,1,45.700001,15.672506,2.8623471,2.3978953,11.584928,953.67413,10.604454,325,63484
06037115302,17,7,2,0,4,1,3,0,57.799999,15.5,1.2245898,2.3978953,12.294214,2729.8137,13.60395,204,88924
06037115401,5,5,0,2,5,5,0,0,37.900002,12.353497,1.6082916,2.3978953,10.367105,652.17389,16.261343,359,80298
06037115403,11,13,0,0,2,32,4,0,58.799999,16.333,1.6853933,2.3978953,9.3921585,3599.2644,21.217602,400,86980
06037115404,16,4,2,3,2,20,4,0,54.900002,16.380373,1.7217631,2.3978953,10.629828,3167.1233,10.090984,368,91077
06037117101,5,4,1,0,4,4,3,0,55.900002,14.331553,1.907588,2.1972246,15.24531,2110.7383,15.513873,380,70749
06037117102,3,3,0,1,1,1,2,0,38.299999,12.657401,2.019522,2.1182206,13.186058,573.93488,16.492537,105,68569
06037117201,4,2,0,2,0,1,0,0,45.900002,14.108293,1.4912654,2.1972246,13.642378,849.1803,9.6756754,297,63982
06037117202,5,3,0,4,6,20,2,0,40.400002,13.407186,6.6994194,2.1972246,15.058103,552.06848,23.588343,389,65827
06037117301,8,1,0,3,2,1,2,1,49,12.130073,2.5043827,2.2922664,12.901811,200.3891,23.151751,65,62294
06037117302,7,6,2,2,9,10,8,1,52.200001,14.41891,3.3851055,2.3405974,10.108633,6781.5659,17.674858,2568,68875
06037117303,11,2,0,0,3,2,1,2,43.200001,14.279827,1.9774011,2.3024554,11.927058,1748.2014,15.570309,326,72965
06037117404,13,9,1,5,14,11,8,1,46.299999,13.667933,3.0085628,2.2018824,13.854151,1568.915,10.881058,631,71949
06037117405,0,4,0,0,3,4,3,0,67.300003,10.833,1.0896214,2.1972246,17.241379,1461.5385,8.6983347,94,65509
06037117407,1,0,0,0,0,1,0,0,70.099998,12.5,0.27785496,2.1972246,17.241379,2298.7014,26.142857,118,63128
06037117408,1,1,0,1,2,3,1,0,61.799999,13,0.62324712,2.1972246,12.380953,9668.9658,17.678812,152,78572
06037117510,7,2,1,0,0,5,0,0,61,13.833,1.0280134,2.1972246,15.699789,3226.5623,21.68116,611,70110
06037117520,3,8,0,1,2,2,2,0,57.299999,15,0,2.1972246,13.06977,2620.9678,16.281628,274,69466
06037117530,3,5,0,0,2,0,6,0,61,13.322482,0.71671743,2.1591065,11.989069,2761.9048,19.97427,394,79665
06037119001,2,1,0,0,0,0,0,0,50,11.493277,0.25562372,0.80573076,3.7323923,100,19.348269,53,64370
06037119002,9,3,1,0,6,1,4,0,53.900002,12.870754,2.8567133,0.80276144,4.4658184,476.85184,8.5390072,334,61435
06037119201,10,2,0,0,4,2,4,0,55.400002,14.19235,0.92592593,1.1866915,6.3010635,1311.4755,12.960954,305,68409
06037119202,6,3,0,0,0,0,0,0,54,12.316852,2.0838157,1.6147298,5.7223897,583.78375,7.9262214,64,62178
06037119310,3,1,0,0,3,2,2,0,50.700001,12.832735,1.8267223,1.9165112,9.8179426,1914.634,20.752745,360,67418
06037119320,2,0,0,1,2,0,2,0,48.799999,12.833,1.3831259,2.1027658,8.9096527,744.68085,26.849545,104,71213
06037119340,0,0,0,0,0,2,0,0,71.699997,12.333,0.76316459,2.0794415,7.7097754,851.06384,14.988009,31,70480
06037119341,1,2,0,0,3,2,1,0,54.299999,15,1.4792899,1.3741418,7.9504952,1388.8889,25.147491,143,68773
06037119342,1,0,0,0,1,1,0,0,64,12.833,0.87133314,1.669789,9.2705059,1305.8823,17.618721,123,70761
06037119400,5,3,1,0,4,1,2,0,53.5,12.627488,1.0845987,0.77951396,5.7617812,526.68213,15.579559,94,66535
06037119700,8,6,0,2,3,2,4,0,52.700001,13.911384,1.3901761,0.98040253,6.0003557,586.3454,12.755315,247,69461
06037119800,4,9,0,0,5,6,1,0,55.900002,13.664602,1.4179369,0.69314718,4.5043311,920.33545,13.389486,352,63422
06037119900,5,6,0,0,2,6,2,0,53.299999,14.676494,2.584493,1.0569561,6.2876592,605.91138,15.195868,242,66163
06037120010,1,12,0,0,1,5,4,0,52.299999,12.941434,0.73367572,2.0917153,13.20291,1088.785,17.048929,185,85530
06037120020,4,4,2,0,3,37,3,0,63.900002,14.102171,0.79984003,2.0276806,12.697677,2677.8845,13.656148,952,87847
06037120030,21,5,0,0,1,5,4,1,66.800003,14.833,0.64205457,1.6385945,15.020508,4268.1162,17.04858,313,87868
06037120103,3,0,0,0,3,7,3,0,70.300003,13.833,0.83986562,2.0392885,7.643312,4660.3774,16.94779,55,71546
06037120104,55,14,3,0,3,8,5,2,68.800003,16.5,3.2258065,1.8644319,9.6984348,8062.8574,20.666098,383,80413
06037120105,16,20,4,2,7,26,7,0,59.099998,16.743507,2.5538125,1.7051102,7.2748904,3197.1831,15.810675,358,71594
06037120106,1,0,0,0,0,0,0,0,60.5,14.667,0.21834061,2.0794415,9.7087383,7746.835,30.121759,148,81436
06037120107,0,1,0,0,0,1,2,0,62.799999,11.5,0,2.0794415,12.75701,1628.2051,15.274152,174,75466
06037120108,3,0,0,0,5,0,0,0,54.5,12.516829,0.44692737,2.1291938,11.45706,751.72418,14.640759,181,70176
06037120300,15,2,3,0,4,13,1,0,58.200001,13.518344,1.3610071,1.2896349,7.4654937,2908.1326,13.105413,603,76372
06037120400,9,16,0,0,0,72,8,0,60.599998,15.72009,2.6749889,1.0337036,7.405786,8162.6216,9.3475533,2748,78129
06037121010,21,8,2,1,2,8,5,0,46.700001,14.072206,2.6503568,0.13021468,4.7931385,1342.78,17.315437,711,89231
06037121020,3,3,0,0,2,5,3,0,52.299999,14.259116,1.4880952,1.0415163,5.354775,745.28302,18.641212,238,93129
06037121101,3,9,0,0,2,3,4,0,60.099998,15.368646,1.8861993,1.6094379,4.7060318,1351.6484,8.2084227,85,77625
06037121102,27,10,0,1,2,4,6,0,41.200001,12.772163,11.341416,1.0262791,3.9545031,2479.8611,14.059406,1192,68080
06037121210,5,2,0,2,1,1,0,0,43,13.075848,3.6310821,0.33225039,3.3894022,2481.9121,21.167883,774,80322
06037121221,1,1,0,0,1,0,0,0,52.700001,13.358798,1.010101,0,3.161098,376.28864,16.034157,26,85879
06037121222,9,2,0,1,3,3,5,1,57.700001,13.972339,3.3375052,0,3.1298194,2576.4023,16.138329,289,79429
06037121600,7,2,0,0,1,2,2,0,58.099998,13.014874,2.5388765,1.0351349,6.474947,2020.4546,21.528425,261,100776
06037121801,0,2,0,1,0,0,1,0,56.5,14.046003,1.5923567,1.6406193,4.6100402,494.68088,13.793103,98,92798
06037121802,12,4,0,0,4,6,4,0,59.700001,14.744833,2.1813649,1.0102196,4.2619042,2092.6431,13.455413,307,87157
06037121900,14,4,0,3,3,0,3,0,53.799999,15.023119,2.2331398,1.7448468,4.4071727,1740.3993,11.469312,323,81885
06037122000,33,13,0,2,13,3,12,1,53.400002,14.115594,3.5146444,1.0396987,7.7202692,4165.9194,8.7753515,859,101814
06037122120,3,1,0,0,0,0,2,0,56.799999,13.742636,1.2486993,1.8599812,2.9024005,334.53238,4.5382586,95,105984
06037122121,1,3,0,0,4,0,0,1,54.700001,11.5,0.7029877,1.7917595,4.5581856,402.51575,14.09728,60,105102
06037122122,16,9,2,1,0,7,8,0,51.599998,16.429953,7.2428778,1.736725,5.0027671,3697.2009,7.6074972,266,80455
06037122200,13,8,0,1,5,3,6,0,61.900002,13.09945,1.3491635,1.821779,4.850214,3006.0791,13.213038,247,100969
06037122410,33,9,0,0,1,4,5,0,66.699997,11.625454,2.3721666,1.9459101,4.7976985,5377.2896,13.710878,635,108443
06037122420,6,7,0,1,3,5,6,0,63.400002,14.99397,1.8277823,2.05689,4.7619047,4846.8467,12.890232,789,120358
06037123010,5,2,0,0,4,4,5,2,58.5,13.337108,1.6625104,2.003032,4.117558,2650.5103,14.311926,345,114233
06037123020,1,1,0,0,0,0,0,0,57.799999,12.577222,0.65681445,1.9459101,4.4015312,1899.0826,13.482385,71,108579
06037123103,13,1,0,1,2,1,6,1,56.599998,14.411881,3.0668127,2.0794415,9.5250177,2341.9541,10.249602,186,121132
06037123104,10,4,1,2,4,7,4,0,57.400002,14.532889,1.5934441,2.0794415,10.387019,1437.0862,6.8292685,327,120485
06037123203,6,2,0,0,4,4,3,0,65.699997,14.597353,2.1499597,2.0794415,9.1823835,2737.7778,11.756374,191,124332
06037123204,8,3,1,1,3,3,4,0,62,14.382177,0.95177665,2.0794415,9.8794928,1448,14.664702,133,132291
06037123205,9,2,0,0,2,2,1,0,67.400002,12.678283,1.3836043,2.0794415,11.475399,4863.481,16.246742,275,128531
06037123206,3,5,0,2,2,0,5,0,65.599998,16,2.2123894,2.0794415,9.456893,2695.2791,18.687708,274,125092
06037123301,7,2,0,1,1,4,3,2,56.799999,14.430491,2.757158,1.7352017,8.8116922,1546.7196,16.099476,444,113452
06037123303,12,12,0,0,2,3,6,0,63.700001,16.244522,2.9368576,1.2159108,9.6366053,3053.0613,19.221603,344,108102
06037123304,15,10,0,0,1,5,5,0,53.5,13.664287,1.2663571,1.5771892,9.9991894,2628.3186,10.087463,596,118517
06037123410,5,7,0,0,1,5,2,0,59.799999,12.527573,0.76962545,1.0986123,11.598939,1497.3545,13.588667,316,106820
06037123420,13,7,1,0,4,10,10,0,60.299999,15.427315,1.693685,1.1026846,11.54202,2355.4817,13.516368,516,107605
06037123510,6,5,0,1,1,4,4,0,53,13.49216,2.1482277,1.3463585,12.871456,1861.8422,14.928699,476,83452
06037123520,7,4,0,2,1,3,2,0,55,16,1.4450867,1.2625412,15.439506,1819.5875,9.0747337,249,100341
06037123601,14,12,0,1,3,9,3,0,55.400002,13.092346,3.1185031,1.4343663,14.578992,3728.0552,15.933845,2643,119275
06037123602,9,5,0,0,0,5,5,0,48,13.994517,3.655793,1.4983795,16.826204,1148.0447,23.83684,272,84459
06037123700,15,5,0,0,9,6,2,0,58.099998,15.79673,1.979708,1.7669978,12.913622,1722.826,20.311598,676,126576
06037123800,11,5,1,3,3,3,3,0,54.400002,14.495835,1.2544803,1.8210343,13.484742,1811.245,16.653963,674,132674
06037123901,18,13,4,2,4,17,7,0,59.700001,14.992642,3.0850595,2.0775349,12.28719,5444.8896,22.788605,1320,132073
06037123902,8,1,0,1,3,7,0,0,57,12.837427,2.7247956,2.0794415,14.936439,754.86383,15.081043,64,134478
06037124000,12,4,1,2,4,16,5,0,49.5,15.045457,1.9325746,1.8428882,11.340982,2188.3496,11.565585,237,123940
06037124102,15,6,0,0,0,8,5,0,63.200001,16.211563,2.7540622,2.0794415,11.322216,2147.4104,13.618485,293,129171
06037124103,5,1,0,0,0,5,3,0,59.099998,14.37538,1.9694732,2.0794415,11.929919,6608,4.8283262,187,128595
06037124104,0,3,0,0,3,1,3,0,64.400002,11.859431,1.362862,2.0794415,11.672114,1128,19.515886,119,127863
06037124105,8,3,1,0,0,6,5,0,68.800003,14.174313,1.5455951,2.0794415,11.201501,2944,10.517241,144,130382
06037124201,3,3,0,1,0,1,2,0,52.599998,15.218392,2.8826751,2.0794415,10.404624,1696.8086,9.4968109,260,121175
06037124203,4,2,0,1,1,0,0,0,62.400002,11.109908,0.78369906,2.0794415,10.019731,296,14.451261,66,127370
06037124204,2,6,0,1,2,1,4,0,70.599998,14.019158,0,2.0794415,9.5238094,3048,10.984848,210,127719
06037124300,6,8,0,1,2,6,8,0,60,16.231064,1.2784454,2.0794415,10.118803,2755.814,14.974183,521,120352
06037124400,16,10,0,5,1,10,8,1,51.599998,14.042864,1.2518778,1.7917595,14.426444,592.99194,13.939394,185,123134
06037124500,4,5,0,0,1,4,4,1,49,16.027882,2.2130888,1.366413,17.725239,958.33331,15.531336,138,87450
06037124600,21,4,2,6,2,26,4,0,51.299999,15.35644,3.0328095,1.4009885,12.892103,2932.8704,7.2526121,1294,83727
06037124700,14,11,0,5,6,51,6,0,54.900002,14.717927,4.5543266,1.8876784,12.111373,3423.0771,15.981409,993,107347
06037124902,6,4,0,0,3,9,9,0,67.900002,15,1.4342058,1.7917595,13.088794,3778.626,18.417368,586,125248
06037124903,9,5,1,3,3,12,1,0,71.699997,13.853573,1.9908987,1.7917595,12.236533,2708.3335,11.268344,273,123484
06037125100,29,11,0,2,1,12,9,0,53.900002,15.35844,2.4187975,2.0268531,13.857739,1858.2834,7.5000005,724,124731
06037125200,9,3,0,2,6,1,3,2,48.099998,16.540199,2.9388191,2.0794415,12.01474,1367.7932,14.418066,398,123326
06037125310,23,10,0,0,4,6,5,0,72,15.700168,3.3743071,2.0794415,10.105786,4063.8821,12.062577,511,115205
06037125320,14,14,2,3,5,13,3,0,75.599998,14.003759,2.3121387,2.0794415,10.86685,7844.2622,13.151535,1077,120061
06037125401,20,18,2,2,8,4,1,0,79.199997,15.202161,2.3917087,2.0794415,11.203626,9870.1299,19.060869,1414,127555
06037125402,15,11,2,5,4,15,3,1,62.200001,15.732924,2.2154528,2.0819829,11.4576,3832.7139,10.756646,365,136299
06037125501,11,7,3,1,1,7,5,0,64.400002,16.145985,0.89793475,2.0794415,12.022146,2659.2178,14.225351,160,124805
06037125502,12,3,0,1,2,3,2,0,62.299999,15.023355,0.71505184,2.1293497,12.074872,2301.9802,10.1227,244,134068
06037125600,8,3,1,2,0,7,2,0,48.099998,13.636055,0.76103501,2.1870477,11.999958,610.12659,12.868853,204,130738
06037127102,15,10,1,3,2,9,10,0,60.200001,15.659972,1.4611872,1.3862944,14.399305,4141.5664,10.746484,1040,79682
06037127103,2,1,0,1,1,8,2,0,62.799999,15.667,1.3486177,1.3862944,8.6340475,1759.2592,13.07233,150,78369
06037127104,1,3,1,1,0,0,1,0,58.700001,13.993868,0.97465887,1.3230186,7.4284358,1289.3773,26.706589,199,81344
06037127210,23,8,0,0,9,4,6,0,63.400002,14.369316,3.2626427,1.9019449,17.934547,5028.5713,13.544668,608,82727
06037127220,7,6,0,0,9,7,4,0,56.799999,12.299642,1.1494253,1.5977328,16.018112,1075.3969,14.344261,294,78555
06037127300,7,8,0,2,5,9,5,0,55.200001,15.399458,2.039429,2.1832235,15.572059,3176.4707,20.928339,384,82489
